id,product_name,buy_date,buy_price,gender,expiration_date,bought_id,sell_date,sell_price
249,Chocolate Bar - Reese Pieces,6/11/2022,$97.80,Male,3/18/2022,1.5001221399,8/15/2021,$7.69
250,"Veal - Brisket, Provimi,bnls",3/18/2022,$21.91,Female,7/12/2022,1.0610827746,4/9/2022,$47.36
251,Garam Masala Powder,8/30/2021,$33.49,Female,1/1/2022,0.2477092984,12/17/2021,$80.84
252,Yukon Jack,4/3/2022,$82.16,Female,9/10/2021,0.0051887676,1/28/2022,$90.64
253,Muffin Hinge 117n,3/7/2022,$69.50,Genderqueer,7/6/2022,0.2867224481,10/12/2021,$44.07
254,"Vodka - Lemon, Absolut",8/13/2021,$98.13,Male,8/14/2021,0.5996981217,7/2/2022,$19.64
255,Appetizer - Mango Chevre,1/13/2022,$8.25,Female,12/18/2021,0.5260917387,7/7/2022,$50.17
256,Wine - Zonnebloem Pinotage,1/3/2022,$67.23,Male,4/28/2022,1.2350435906,3/19/2022,$16.87
257,Pur Value,6/26/2022,$80.93,Male,10/19/2021,0.7653151508,2/17/2022,$10.80
258,Cocoa Butter,6/3/2022,$12.53,Male,5/22/2022,0.0155617675,8/11/2021,$81.96
259,Nestea - Iced Tea,4/29/2022,$84.21,Male,3/12/2022,0.2936271822,1/19/2022,$26.07
260,Syrup - Chocolate,11/12/2021,$68.62,Male,4/12/2022,0.253406949,5/12/2022,$87.11
261,Chocolate - White,9/29/2021,$94.60,Female,10/15/2021,0.3381719787,6/14/2022,$56.05
262,"Brownies - Two Bite, Chocolate",6/29/2022,$28.71,Female,5/10/2022,0.8562661756,11/10/2021,$75.08
263,Pea - Snow,8/5/2021,$24.43,Female,12/15/2021,0.8532517274,4/16/2022,$64.33
264,Vaccum Bag 10x13,4/6/2022,$21.20,Female,11/8/2021,0.4805180646,8/29/2021,$76.05
265,Potatoes - Pei 10 Oz,7/24/2021,$8.82,Female,8/11/2021,1.5796477466,5/12/2022,$81.95
266,Rolled Oats,8/11/2021,$88.04,Male,12/17/2021,2.8718485128,8/12/2021,$95.00
267,Sea Bass - Fillets,12/20/2021,$11.08,Female,11/10/2021,0.5567673966,10/13/2021,$84.87
268,Soup - Tomato Mush. Florentine,7/9/2022,$99.61,Male,10/4/2021,1.4000732028,4/25/2022,$74.05
269,Muffin Mix - Banana Nut,2/15/2022,$53.67,Female,10/8/2021,1.9698918081,6/8/2022,$13.67
270,"Artichokes - Knobless, White",11/30/2021,$9.24,Male,5/26/2022,4.2708081542,4/24/2022,$2.73
271,Schnappes Peppermint - Walker,7/16/2022,$60.67,Male,11/26/2021,0.4167010191,3/17/2022,$57.99
272,Shiratamako - Rice Flour,12/11/2021,$3.54,Female,9/3/2021,0.2338204568,5/2/2022,$57.41
273,"Pepper - Julienne, Frozen",3/1/2022,$59.17,Male,1/17/2022,2.6922526528,7/30/2021,$0.13
274,Cookie - Oreo 100x2,11/20/2021,$69.32,Male,1/6/2022,2.1416421996,10/31/2021,$43.58
275,Wine - Red Oakridge Merlot,12/30/2021,$92.46,Female,11/4/2021,0.1517083165,7/14/2022,$98.00
276,Eggwhite Frozen,3/30/2022,$30.97,Bigender,10/22/2021,0.9584454764,5/16/2022,$97.79
277,Sping Loaded Cup Dispenser,2/26/2022,$63.96,Female,7/29/2021,2.8926874331,4/7/2022,$91.08
278,Plastic Arrow Stir Stick,12/8/2021,$12.83,Female,10/10/2021,0.8276788581,7/4/2022,$17.19
279,Flower - Commercial Bronze,8/11/2021,$95.33,Female,12/5/2021,0.3957001604,5/18/2022,$93.67
280,Ham - Proscuitto,10/30/2021,$19.83,Female,11/22/2021,2.7784430719,2/16/2022,$68.02
281,Kellogs Special K Cereal,2/19/2022,$95.36,Male,12/29/2021,1.9392546032,6/14/2022,$79.33
282,Chocolate - Dark,7/6/2022,$86.49,Male,3/11/2022,2.0470895301,8/22/2021,$1.55
283,Mangoes,4/20/2022,$14.33,Male,1/23/2022,1.5167666417,10/4/2021,$51.65
284,Pepper - Cayenne,11/4/2021,$30.45,Female,6/8/2022,1.2048646308,10/11/2021,$96.87
285,Wine - George Duboeuf Rose,5/11/2022,$58.53,Female,11/14/2021,0.2129554103,12/21/2021,$5.32
286,"Mushroom - Oyster, Fresh",8/23/2021,$31.71,Female,10/13/2021,1.4743114329,11/14/2021,$56.12
287,"Beef - Tenderlion, Center Cut",4/8/2022,$79.81,Female,8/16/2021,0.4151949554,4/20/2022,$46.23
288,Longos - Grilled Salmon With Bbq,7/11/2022,$65.12,Male,5/27/2022,1.280482242,5/18/2022,$37.14
289,Oil - Shortening - All - Purpose,2/5/2022,$75.57,Female,5/14/2022,1.0028971019,12/2/2021,$31.23
290,Sugar - Monocystal / Rock,10/6/2021,$25.98,Male,8/4/2021,2.0395641821,10/30/2021,$8.79
291,Bar - Granola Trail Mix Fruit Nut,4/30/2022,$80.62,Female,7/18/2022,0.6976202313,3/20/2022,$97.10
292,Appetizer - Sausage Rolls,9/25/2021,$84.98,Male,11/2/2021,2.5244973468,11/8/2021,$28.83
293,Silicone Parch. 16.3x24.3,12/30/2021,$69.90,Female,2/14/2022,1.1779919217,1/13/2022,$40.26
294,Edible Flower - Mixed,5/11/2022,$11.83,Male,10/11/2021,3.24176807,9/3/2021,$64.49
295,Catfish - Fillets,4/2/2022,$84.27,Male,7/20/2022,1.4664269887,8/16/2021,$5.99
296,Papadam,12/11/2021,$19.00,Female,11/6/2021,0.7595499709,2/15/2022,$70.97
297,"Liqueur Banana, Ramazzotti",8/25/2021,$45.08,Female,12/15/2021,0.1103448344,5/4/2022,$28.01
298,"Syrup - Monin, Swiss Choclate",7/15/2022,$15.43,Female,3/16/2022,1.4084317361,7/13/2022,$73.71
299,Wine - Toasted Head,10/24/2021,$51.34,Non-binary,7/9/2022,0.2244487703,12/22/2021,$53.37
300,Corn Syrup,12/25/2021,$32.21,Female,9/3/2021,0.6236484044,1/6/2022,$67.59
301,"Pepper - Black, Ground",6/4/2022,$68.80,Polygender,11/18/2021,0.1219865345,9/18/2021,$36.99
302,"Bread - Pumpernickle, Rounds",9/21/2021,$97.72,Female,1/8/2022,0.6417739641,5/24/2022,$75.02
303,Cake - Night And Day Choclate,8/20/2021,$74.55,Female,11/2/2021,0.1280428353,9/1/2021,$52.82
304,Cheese - Brick With Onion,7/15/2022,$4.88,Non-binary,6/29/2022,0.7668046578,1/26/2022,$15.26
305,Ecolab - Medallion,7/11/2022,$2.42,Male,12/10/2021,0.3974644148,8/8/2021,$89.17
306,Frangelico,11/19/2021,$18.49,Female,10/18/2021,1.0891281524,6/22/2022,$74.66
307,Arizona - Plum Green Tea,1/7/2022,$42.94,Female,6/27/2022,1.7984036671,4/23/2022,$2.73
308,Yoplait - Strawbrasp Peac,7/16/2022,$29.36,Female,5/26/2022,0.4500430855,12/15/2021,$9.90
309,"Soup - Knorr, Ministrone",4/23/2022,$18.85,Female,4/2/2022,0.2737313458,5/30/2022,$18.53
310,Bread - Pita,2/12/2022,$42.72,Female,8/23/2021,2.7329988707,6/19/2022,$58.86
311,Gatorade - Cool Blue Raspberry,6/20/2022,$26.69,Female,5/26/2022,3.0586893094,7/12/2022,$61.81
312,Papadam,11/27/2021,$47.52,Female,2/7/2022,0.236041064,1/8/2022,$32.74
313,Flour - Fast / Rapid,6/2/2022,$2.58,Male,9/5/2021,1.4646174776,7/14/2022,$85.94
314,Lettuce - Green Leaf,12/6/2021,$6.34,Agender,9/29/2021,0.2110359191,12/21/2021,$45.10
315,Papayas,9/3/2021,$64.70,Male,9/23/2021,0.6228582931,11/1/2021,$76.28
316,Pomello,12/15/2021,$88.36,Male,3/19/2022,1.0986832354,11/9/2021,$97.96
317,Swiss Chard,2/24/2022,$72.77,Female,5/9/2022,1.3841180477,12/29/2021,$95.97
318,Burger Veggie,12/31/2021,$38.31,Male,7/11/2022,1.3199751024,4/8/2022,$4.29
319,Sauce - Cranberry,4/27/2022,$40.66,Male,2/26/2022,1.0846341872,10/15/2021,$81.66
320,Muffin Mix - Carrot,8/13/2021,$39.54,Male,1/31/2022,2.2017131012,11/14/2021,$7.02
321,Pastry - Choclate Baked,9/25/2021,$37.93,Female,3/7/2022,0.2999319299,6/28/2022,$49.10
322,Radish - Pickled,9/11/2021,$29.08,Male,5/2/2022,0.8443565935,8/6/2021,$33.76
323,Corn Shoots,11/19/2021,$37.02,Male,11/5/2021,1.672192293,3/12/2022,$36.23
324,Chicken - Wieners,6/29/2022,$90.67,Male,2/2/2022,0.7637002375,3/23/2022,$19.61
325,Tomatoes - Cherry,9/19/2021,$95.63,Female,9/23/2021,1.3225967727,4/22/2022,$50.90
326,Gelatine Leaves - Bulk,7/21/2022,$2.94,Female,1/5/2022,0.7840376813,11/17/2021,$43.83
327,Wine - Jackson Triggs Okonagan,10/30/2021,$99.39,Male,10/15/2021,0.3977636684,4/23/2022,$67.49
328,Whmis Spray Bottle Graduated,11/7/2021,$37.55,Agender,9/12/2021,1.4723133224,9/21/2021,$75.35
329,Cake - Night And Day Choclate,4/3/2022,$66.85,Male,7/24/2021,0.568415712,10/24/2021,$70.76
330,"Tart Shells - Savory, 2",6/7/2022,$31.47,Female,8/4/2021,1.2174444535,3/22/2022,$74.44
331,Table Cloth 53x69 White,2/26/2022,$59.19,Male,8/23/2021,1.2547714661,1/4/2022,$13.89
332,Browning Caramel Glace,5/26/2022,$81.04,Female,9/22/2021,0.1508243074,3/27/2022,$73.09
333,Soup - Campbells Chicken,8/19/2021,$32.72,Male,11/15/2021,0.524383885,2/5/2022,$73.63
334,Oyster - In Shell,2/15/2022,$59.67,Female,10/29/2021,1.2652892362,10/22/2021,$6.56
335,"Doilies - 12, Paper",10/4/2021,$61.58,Female,8/21/2021,2.1244292271,4/22/2022,$61.47
336,Pepper - Green Thai,7/26/2021,$30.37,Male,7/12/2022,0.1760588772,11/10/2021,$78.35
337,Muffin - Bran Ind Wrpd,9/4/2021,$80.91,Female,6/14/2022,1.1211505092,2/20/2022,$41.75
338,"Coffee - Colombian, Portioned",3/11/2022,$57.30,Male,2/14/2022,0.2156725647,11/20/2021,$40.96
339,"Beef - Rib Roast, Cap On",1/22/2022,$54.08,Female,6/30/2022,3.1733160517,6/29/2022,$8.51
340,Isomalt,6/1/2022,$6.89,Male,12/16/2021,2.9638673791,4/20/2022,$44.56
341,"Salsify, Organic",9/26/2021,$18.90,Female,3/22/2022,0.3633016482,11/8/2021,$9.52
342,Mushroom - Porcini Frozen,1/12/2022,$74.45,Male,7/13/2022,1.9861451313,2/1/2022,$50.49
343,Bread - Assorted Rolls,9/30/2021,$85.83,Male,8/15/2021,0.9199074126,6/9/2022,$9.73
344,Pepper - Cayenne,7/3/2022,$91.07,Female,2/6/2022,0.3589786189,6/4/2022,$98.19
345,Tofu - Soft,4/25/2022,$95.65,Female,8/28/2021,0.2292810611,12/14/2021,$36.49
346,Sprouts - Onion,2/7/2022,$68.68,Female,10/7/2021,2.6844448478,7/1/2022,$16.68
347,Tea - English Breakfast,7/13/2022,$98.40,Male,5/13/2022,0.0162765136,9/2/2021,$48.87
348,Tea - Herbal I Love Lemon,3/14/2022,$89.19,Female,5/21/2022,1.15388184,9/14/2021,$77.04
349,"Beans - Turtle, Black, Dry",4/16/2022,$75.63,Male,7/12/2022,0.8001422485,3/16/2022,$15.40
350,Ham - Cooked,11/30/2021,$25.34,Female,5/28/2022,0.317051749,5/17/2022,$77.39
351,Yogurt - Assorted Pack,12/28/2021,$24.63,Female,3/31/2022,1.4565491726,4/1/2022,$63.68
352,"Pasta - Bauletti, Chicken White",2/18/2022,$94.90,Male,6/9/2022,1.0253893395,3/10/2022,$45.94
353,Nantucket - Kiwi Berry Cktl.,1/15/2022,$90.01,Female,5/5/2022,2.854437068,2/25/2022,$20.34
354,Milk - 2%,7/14/2022,$92.71,Male,8/28/2021,0.0982451387,12/15/2021,$96.08
355,Kiwi,10/6/2021,$44.59,Female,6/27/2022,0.9412999642,12/24/2021,$85.99
356,Tea - Jasmin Green,1/2/2022,$80.05,Female,4/16/2022,1.8374451878,10/24/2021,$85.53
357,Corn Meal,6/8/2022,$60.51,Male,6/20/2022,0.6858445583,5/26/2022,$17.40
358,Clam Nectar,3/18/2022,$77.51,Female,10/10/2021,0.1093630357,4/8/2022,$1.18
359,Scallops - 20/30,9/22/2021,$8.19,Male,10/13/2021,1.0142412152,1/19/2022,$60.56
360,Munchies Honey Sweet Trail Mix,8/23/2021,$41.29,Male,1/3/2022,2.3921587069,10/10/2021,$58.39
361,"Pepper - Chipotle, Canned",3/26/2022,$32.69,Female,10/18/2021,1.629466572,8/10/2021,$68.60
362,Lamb - Loin Chops,3/9/2022,$32.56,Male,11/8/2021,1.152076626,7/31/2021,$30.04
363,"Lamb - Shoulder, Boneless",7/25/2021,$42.70,Agender,3/18/2022,0.2170144253,1/3/2022,$98.95
364,Pastry - Plain Baked Croissant,6/27/2022,$6.53,Female,6/9/2022,1.0122709259,3/26/2022,$1.65
365,"Clams - Littleneck, Whole",2/10/2022,$46.47,Genderqueer,12/8/2021,0.2563224579,1/24/2022,$15.54
366,Bread - Burger,10/13/2021,$97.41,Male,4/20/2022,0.4307365846,12/4/2021,$33.07
367,Sole - Iqf,5/13/2022,$42.39,Male,7/15/2022,1.6723551886,7/31/2021,$56.26
368,"Crush - Orange, 355ml",8/25/2021,$59.39,Male,2/1/2022,0.7844457415,3/6/2022,$47.01
369,"Veal - Inside, Choice",9/20/2021,$93.26,Male,11/6/2021,0.4013175349,7/9/2022,$43.52
370,"Pork - Loin, Center Cut",7/4/2022,$73.09,Male,3/4/2022,0.0458833576,2/26/2022,$51.12
371,Nantucket Orange Juice,8/15/2021,$66.63,Male,3/15/2022,0.1297487924,11/27/2021,$91.49
372,"Brownies - Two Bite, Chocolate",10/12/2021,$36.91,Male,1/2/2022,0.2551510161,6/5/2022,$69.33
373,Juice - Ocean Spray Cranberry,3/2/2022,$15.42,Genderfluid,2/11/2022,1.5788011925,2/16/2022,$84.63
374,Oranges,6/14/2022,$2.32,Male,3/5/2022,0.1895589526,5/31/2022,$5.66
375,Wine - Piper Heidsieck Brut,4/29/2022,$34.93,Male,6/21/2022,0.3149293806,4/25/2022,$69.54
376,Wine - Cave Springs Dry Riesling,5/5/2022,$47.81,Female,5/15/2022,1.2795682878,8/7/2021,$38.84
377,Ham - Proscuitto,8/24/2021,$98.24,Male,10/27/2021,1.0827769332,7/28/2021,$42.54
378,Bagel - Everything,8/29/2021,$52.88,Female,1/12/2022,3.2842275272,5/23/2022,$20.42
379,Wine - Kwv Chenin Blanc South,7/12/2022,$43.75,Male,2/19/2022,0.4564924824,11/27/2021,$34.51
380,Lettuce - Red Leaf,2/25/2022,$78.48,Male,1/17/2022,1.8330733222,7/10/2022,$57.57
381,Wine - Wyndham Estate Bin 777,11/22/2021,$56.84,Female,11/28/2021,0.7292936008,11/10/2021,$37.24
382,"Nut - Pine Nuts, Whole",7/13/2022,$59.84,Polygender,2/3/2022,0.8685790795,8/23/2021,$97.79
383,Pastry - Baked Scones - Mini,9/5/2021,$16.94,Male,11/24/2021,3.1602202999,5/6/2022,$46.01
384,Wine - Fontanafredda Barolo,10/21/2021,$98.51,Male,5/6/2022,1.5556702626,6/20/2022,$30.00
385,Mudslide,3/31/2022,$50.83,Female,8/24/2021,1.2056725421,10/20/2021,$86.66
386,Piping - Bags Quizna,8/12/2021,$91.69,Bigender,3/21/2022,3.3815713072,5/9/2022,$82.12
387,"Quail - Whole, Boneless",2/27/2022,$59.34,Male,1/3/2022,1.9625013591,2/28/2022,$95.39
388,Crush - Cream Soda,4/30/2022,$50.08,Male,11/22/2021,3.9262911676,7/26/2021,$78.32
389,Dr. Pepper - 355ml,2/12/2022,$69.75,Male,7/12/2022,0.9141720447,6/20/2022,$52.01
390,Wine - Peller Estates Late,7/16/2022,$79.40,Genderfluid,8/21/2021,1.5589617343,10/21/2021,$89.31
391,Pernod,4/22/2022,$70.13,Male,5/16/2022,1.7281662985,9/16/2021,$27.65
392,Glaze - Apricot,1/28/2022,$94.13,Female,1/21/2022,0.4183325997,12/27/2021,$88.23
393,Squeeze Bottle,1/3/2022,$59.65,Agender,2/18/2022,1.6863501932,10/1/2021,$46.69
394,Arrowroot,4/6/2022,$23.59,Male,11/6/2021,2.113150277,2/7/2022,$92.46
395,Lighter - Bbq,8/7/2021,$75.99,Male,5/28/2022,0.020464093,11/16/2021,$43.28
396,Wine - Port Late Bottled Vintage,5/31/2022,$8.33,Male,7/29/2021,1.8579968017,4/6/2022,$66.74
397,Bandage - Flexible Neon,10/25/2021,$69.68,Female,2/6/2022,0.6551933941,9/21/2021,$62.40
398,"Wine - White, Ej",12/26/2021,$55.62,Male,5/23/2022,0.4814191754,10/25/2021,$24.60
399,Grenadine,6/23/2022,$96.60,Male,2/25/2022,0.7886879138,1/8/2022,$84.96
400,Lettuce - Boston Bib,4/26/2022,$95.45,Female,9/10/2021,0.4533497672,1/10/2022,$84.75
401,Chickhen - Chicken Phyllo,3/12/2022,$44.64,Female,11/11/2021,1.323296969,9/13/2021,$78.71
402,Port - 74 Brights,2/26/2022,$14.87,Female,3/22/2022,2.2001984725,8/3/2021,$97.89
403,"Stock - Beef, White",9/12/2021,$10.88,Female,11/8/2021,0.187734316,3/14/2022,$20.46
404,Beef - Ox Tongue,12/17/2021,$33.82,Male,10/23/2021,0.2199222928,8/7/2021,$23.47
405,Cheese - Bocconcini,3/26/2022,$88.23,Male,3/15/2022,0.2012320679,2/21/2022,$20.02
406,Cookies - Fortune,3/14/2022,$66.76,Male,11/4/2021,1.7834235987,10/4/2021,$18.26
407,"Onions - Dried, Chopped",8/29/2021,$88.83,Male,1/24/2022,0.8638055646,2/15/2022,$1.37
408,Beer - Sleeman Fine Porter,5/24/2022,$82.85,Male,1/1/2022,0.0082052478,1/22/2022,$10.15
409,White Baguette,2/22/2022,$82.75,Female,2/2/2022,0.8651954707,5/4/2022,$16.89
410,Tumeric,2/4/2022,$76.11,Female,5/13/2022,1.1948508416,9/8/2021,$47.17
411,Salt And Pepper Mix - White,2/7/2022,$21.25,Female,6/12/2022,0.4815562636,12/6/2021,$87.03
412,Flour - Masa De Harina Mexican,12/15/2021,$58.78,Female,4/11/2022,0.4155763325,9/30/2021,$10.40
413,Sugar - Crumb,10/1/2021,$65.29,Female,3/22/2022,0.0529244484,7/6/2022,$37.12
414,Energy Drink Bawls,7/8/2022,$14.46,Polygender,7/12/2022,0.800153726,7/25/2021,$28.18
415,"Trout - Rainbow, Fresh",10/25/2021,$56.68,Female,5/14/2022,0.4400778784,5/17/2022,$19.01
416,Flower - Commercial Spider,4/14/2022,$56.21,Female,4/20/2022,1.8776543369,2/19/2022,$36.59
417,Steel Wool S.o.s,7/28/2021,$23.09,Female,5/13/2022,0.3713490807,7/23/2021,$63.75
418,Island Oasis - Cappucino Mix,2/28/2022,$79.95,Male,6/22/2022,0.0013642988,11/15/2021,$25.54
419,"Stock - Veal, Brown",3/24/2022,$85.36,Female,9/10/2021,2.1737575931,11/10/2021,$46.06
420,Vaccum Bag - 14x20,9/7/2021,$80.76,Female,5/26/2022,0.1420693681,8/10/2021,$87.16
421,"Wine - Saint - Bris 2002, Sauv",10/29/2021,$3.29,Male,10/8/2021,0.3293779471,12/3/2021,$64.96
422,Ice Cream - Strawberry,7/12/2022,$23.25,Non-binary,4/27/2022,0.638971575,8/25/2021,$76.27
423,Dried Figs,5/20/2022,$61.16,Male,8/25/2021,0.3174091589,7/21/2022,$24.56
424,"Lamb - Racks, Frenched",10/11/2021,$53.81,Female,1/25/2022,1.1283454188,4/21/2022,$91.87
425,Potatoes - Yukon Gold 5 Oz,2/1/2022,$38.03,Female,4/18/2022,0.4426302499,10/15/2021,$87.81
426,"Chicken - Base, Ultimate",7/31/2021,$5.80,Female,9/5/2021,0.8463520105,1/9/2022,$82.85
427,Beef - Montreal Smoked Brisket,9/6/2021,$1.44,Male,7/24/2021,0.0924355032,5/16/2022,$75.31
428,Pur Value,8/7/2021,$5.54,Female,7/13/2022,4.6992358917,6/17/2022,$63.59
429,Beans - French,1/17/2022,$75.98,Male,8/6/2021,0.6943022248,11/14/2021,$79.82
430,"Salsify, Organic",11/4/2021,$98.24,Male,10/17/2021,1.5439351,12/1/2021,$84.34
431,Sour Puss - Tangerine,7/18/2022,$29.57,Female,12/24/2021,1.6678083264,9/19/2021,$93.97
432,Langers - Mango Nectar,7/6/2022,$5.78,Male,4/9/2022,0.4762400092,3/27/2022,$92.15
433,Puree - Guava,10/21/2021,$31.01,Female,1/28/2022,0.1019931607,7/27/2021,$34.23
434,Cassis,10/24/2021,$70.58,Bigender,6/12/2022,0.1829315821,5/30/2022,$22.31
435,Cup - Translucent 7 Oz Clear,6/18/2022,$66.59,Bigender,9/24/2021,1.1262907518,8/20/2021,$21.10
436,Canada Dry,8/5/2021,$48.48,Male,2/15/2022,0.6320352495,6/13/2022,$47.91
437,Bread - Mini Hamburger Bun,7/26/2021,$54.08,Female,11/16/2021,1.9780509287,10/5/2021,$8.80
438,Coffee - 10oz Cup 92961,2/6/2022,$92.54,Bigender,7/8/2022,2.458528021,2/3/2022,$20.59
439,Sauce Bbq Smokey,12/7/2021,$4.66,Female,4/23/2022,1.2674956913,9/25/2021,$71.93
440,Soup - Chicken And Wild Rice,3/17/2022,$89.24,Genderfluid,5/26/2022,0.4792857238,7/25/2021,$56.53
441,Jicama,12/31/2021,$72.21,Female,7/14/2022,0.0994549798,6/8/2022,$45.61
442,Cognac - Courvaisier,3/23/2022,$50.03,Female,1/21/2022,0.2706774517,7/18/2022,$71.12
443,"Roe - Lump Fish, Red",1/30/2022,$6.76,Male,7/30/2021,0.0957745719,2/9/2022,$58.73
444,Dikon,10/7/2021,$92.42,Male,11/24/2021,0.1393357481,12/2/2021,$38.62
445,Fiddlehead - Frozen,10/29/2021,$76.76,Male,1/27/2022,1.0257125613,12/26/2021,$80.43
446,Soup - French Can Pea,7/16/2022,$88.53,Female,8/11/2021,1.4728130781,2/9/2022,$14.42
447,Dooleys Toffee,5/13/2022,$20.52,Male,1/31/2022,0.3812750546,11/27/2021,$46.41
448,Wine - Malbec Trapiche Reserve,8/2/2021,$40.31,Male,5/26/2022,0.4635569951,5/14/2022,$22.21
449,Cheese - Taleggio D.o.p.,5/17/2022,$67.09,Female,10/3/2021,2.0353272811,11/14/2021,$58.48
450,Soup Campbells - Italian Wedding,7/17/2022,$98.38,Polygender,6/22/2022,1.2745245331,5/12/2022,$14.42
451,Lime Cordial - Roses,7/15/2022,$63.82,Female,1/3/2022,0.3423527511,1/25/2022,$89.40
452,"Wine - Red, Metus Rose",6/4/2022,$47.43,Agender,2/13/2022,1.7770852466,3/4/2022,$49.56
453,Longos - Penne With Pesto,10/18/2021,$92.47,Male,7/15/2022,0.6842995237,12/22/2021,$96.25
454,Daikon Radish,8/5/2021,$16.59,Male,8/10/2021,1.9678350958,8/20/2021,$78.61
455,Island Oasis - Ice Cream Mix,3/6/2022,$1.85,Male,2/14/2022,0.9038731949,9/11/2021,$54.75
456,Wine - Sawmill Creek Autumn,11/20/2021,$75.70,Female,6/5/2022,0.1474868256,6/4/2022,$36.75
457,Shrimp - 100 / 200 Cold Water,7/8/2022,$44.19,Male,8/30/2021,0.6017725965,1/15/2022,$82.71
458,Nantucket Apple Juice,7/10/2022,$97.28,Male,11/26/2021,0.9310581355,9/13/2021,$22.91
459,Pastry - French Mini Assorted,12/30/2021,$68.01,Female,10/23/2021,0.1358236711,8/29/2021,$9.98
460,Tomatoes - Heirloom,6/25/2022,$95.58,Female,1/24/2022,0.6932837731,4/23/2022,$5.08
461,Iced Tea Concentrate,5/19/2022,$92.66,Male,10/11/2021,0.383271997,4/6/2022,$0.94
462,"Nut - Walnut, Chopped",4/19/2022,$54.54,Female,9/30/2021,1.5581349389,12/26/2021,$45.81
463,Sauce - Plum,2/19/2022,$60.25,Female,9/9/2021,0.2587160743,8/8/2021,$13.64
464,Tea - English Breakfast,12/19/2021,$44.91,Female,11/4/2021,4.2326041735,2/26/2022,$15.78
465,Cheese - Brick With Pepper,1/13/2022,$50.62,Female,2/16/2022,0.6101166089,11/23/2021,$86.29
466,Venison - Racks Frenched,2/9/2022,$87.27,Male,4/25/2022,0.9710708045,6/3/2022,$15.84
467,Cognac - Courvaisier,12/10/2021,$11.95,Male,7/19/2022,0.8967552478,7/26/2021,$76.80
468,"Salmon - Atlantic, Skin On",3/1/2022,$20.63,Male,11/11/2021,1.3165643365,11/19/2021,$18.96
469,Bandage - Fexible 1x3,10/18/2021,$66.89,Female,4/25/2022,0.3716403995,8/12/2021,$19.56
470,"Wine - Red, Wolf Blass, Yellow",7/29/2021,$77.83,Female,8/24/2021,3.5890182909,9/10/2021,$97.30
471,Oil - Sunflower,3/22/2022,$22.78,Female,8/28/2021,1.6510785959,1/18/2022,$45.39
472,Oysters - Smoked,7/30/2021,$91.58,Female,1/12/2022,0.9036466422,1/3/2022,$17.25
473,"Soup - Knorr, French Onion",7/28/2021,$4.20,Female,1/21/2022,0.2206279747,1/16/2022,$79.76
474,Coconut - Whole,11/12/2021,$94.95,Female,12/26/2021,0.6554598558,10/26/2021,$14.14
475,"Yogurt - Peach, 175 Gr",1/22/2022,$98.02,Male,11/23/2021,0.0855334363,3/31/2022,$67.01
476,Lettuce - Green Leaf,8/17/2021,$70.72,Male,1/4/2022,0.0940761884,6/30/2022,$69.65
477,Wine - Chardonnay South,12/23/2021,$23.85,Male,1/14/2022,3.492463088,3/14/2022,$5.31
478,Bread - Multigrain,2/28/2022,$41.27,Male,10/27/2021,0.3625006323,6/8/2022,$0.41
479,Bread - Dark Rye,4/20/2022,$71.53,Female,6/1/2022,1.6862602178,2/11/2022,$93.50
480,Flavouring - Raspberry,1/4/2022,$74.47,Genderqueer,1/7/2022,1.2713947834,3/9/2022,$95.44
481,Chocolate - Feathers,8/5/2021,$44.60,Female,9/19/2021,0.0383703611,8/17/2021,$83.25
482,Mace,4/5/2022,$73.57,Male,7/20/2022,1.5673904415,12/9/2021,$91.08
483,Butter - Pod,7/14/2022,$44.26,Genderqueer,2/22/2022,1.9385736398,3/27/2022,$40.39
484,Mayonnaise - Individual Pkg,3/9/2022,$80.91,Male,3/23/2022,0.0299112062,9/28/2021,$35.82
485,"Beans - Black Bean, Dry",1/23/2022,$56.48,Bigender,7/6/2022,0.632471628,10/1/2021,$83.05
486,Tomatoes - Cherry,7/22/2022,$79.79,Male,1/3/2022,0.0929468494,1/22/2022,$17.01
487,Alize Gold Passion,7/16/2022,$96.42,Female,9/20/2021,2.0664583326,4/18/2022,$93.03
488,Lychee,1/9/2022,$64.18,Female,3/16/2022,1.1010636042,6/21/2022,$70.02
489,"Turkey - Breast, Double",10/24/2021,$14.88,Male,12/23/2021,0.9965069473,3/6/2022,$76.53
490,Pancetta,6/17/2022,$61.94,Female,3/18/2022,0.3933604703,11/21/2021,$46.92
491,Carbonated Water - Raspberry,10/14/2021,$83.24,Male,10/7/2021,0.3288739459,9/18/2021,$20.38
492,Muffin Mix - Blueberry,7/23/2021,$17.87,Male,7/30/2021,0.1125695288,12/16/2021,$40.60
493,"Pepper - Julienne, Frozen",11/7/2021,$38.99,Female,5/8/2022,0.4069560379,6/14/2022,$38.98
494,Tea - Apple Green Tea,8/18/2021,$5.41,Genderqueer,6/19/2022,2.3086543194,7/27/2021,$5.16
495,Tart - Lemon,12/13/2021,$15.47,Male,12/15/2021,0.7100747942,12/26/2021,$32.25
496,Pear - Halves,2/24/2022,$73.20,Female,6/10/2022,1.6852730208,4/29/2022,$43.35
497,Samosa - Veg,8/12/2021,$81.11,Female,12/6/2021,0.1592330914,10/24/2021,$17.70
498,Lid Coffeecup 12oz D9542b,3/4/2022,$97.20,Female,8/5/2021,1.6292567534,6/3/2022,$57.27
